Ten-Year Age Groups	Ten-Year Age Groups Code	Multiple Cause of death	Multiple Cause of death Code	Year	Year Code	Deaths	Population	Crude Rate
25-34 years	25-34	Other and unspecified narcotics	T40.6	1999	1999	695	40178406	1.7
25-34 years	25-34	Other and unspecified narcotics	T40.6	2000	2000	638	39891724	1.6
25-34 years	25-34	Other and unspecified narcotics	T40.6	2001	2001	620	39471522	1.6
25-34 years	25-34	Other and unspecified narcotics	T40.6	2002	2002	653	39349646	1.7
25-34 years	25-34	Other and unspecified narcotics	T40.6	2003	2003	662	39243795	1.7
25-34 years	25-34	Other and unspecified narcotics	T40.6	2004	2004	555	39266556	1.4
25-34 years	25-34	Other and unspecified narcotics	T40.6	2005	2005	533	39258647	1.4
25-34 years	25-34	Other and unspecified narcotics	T40.6	2006	2006	596	39395179	1.5
25-34 years	25-34	Other and unspecified narcotics	T40.6	2007	2007	582	39713463	1.5
25-34 years	25-34	Other and unspecified narcotics	T40.6	2008	2008	641	40207473	1.6
25-34 years	25-34	Other and unspecified narcotics	T40.6	2009	2009	571	40723342	1.4
25-34 years	25-34	Other and unspecified narcotics	T40.6	2010	2010	531	41063948	1.3
25-34 years	25-34	Other and unspecified narcotics	T40.6	2011	2011	708	41790498	1.7
25-34 years	25-34	Other and unspecified narcotics	T40.6	2012	2012	656	42309321	1.6
25-34 years	25-34	Other and unspecified narcotics	T40.6	2013	2013	674	42844587	1.6
25-34 years	25-34	Other and unspecified narcotics	T40.6	2014	2014	692	43516504	1.6
25-34 years	25-34	Other and unspecified narcotics	T40.6	2015	2015	763	44137202	1.7
25-34 years	25-34	Other and unspecified narcotics	T40.6	2016	2016	748	44677243	1.7
25-34 years	25-34	Other and unspecified narcotics	T40.6	2017	2017	641	45342672	1.4
25-34 years	25-34	Other and unspecified narcotics	T40.6	2018	2018	505	45697774	1.1
25-34 years	25-34	Other and unspecified narcotics	T40.6	2019	2019	396	45940321	0.9
25-34 years	25-34	Cannabis (derivatives)	T40.7	1999	1999	4	40178406	Unreliable
25-34 years	25-34	Cannabis (derivatives)	T40.7	2000	2000	13	39891724	Unreliable
25-34 years	25-34	Cannabis (derivatives)	T40.7	2001	2001	11	39471522	Unreliable
25-34 years	25-34	Cannabis (derivatives)	T40.7	2002	2002	18	39349646	Unreliable
25-34 years	25-34	Cannabis (derivatives)	T40.7	2003	2003	31	39243795	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2004	2004	33	39266556	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2005	2005	35	39258647	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2006	2006	40	39395179	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2007	2007	56	39713463	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2008	2008	43	40207473	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2009	2009	38	40723342	0.1
25-34 years	25-34	Cannabis (derivatives)	T40.7	2010	2010	67	41063948	0.2
25-34 years	25-34	Cannabis (derivatives)	T40.7	2011	2011	89	41790498	0.2
25-34 years	25-34	Cannabis (derivatives)	T40.7	2012	2012	105	42309321	0.2
25-34 years	25-34	Cannabis (derivatives)	T40.7	2013	2013	101	42844587	0.2
25-34 years	25-34	Cannabis (derivatives)	T40.7	2014	2014	111	43516504	0.3
25-34 years	25-34	Cannabis (derivatives)	T40.7	2015	2015	156	44137202	0.4
25-34 years	25-34	Cannabis (derivatives)	T40.7	2016	2016	186	44677243	0.4
25-34 years	25-34	Cannabis (derivatives)	T40.7	2017	2017	239	45342672	0.5
25-34 years	25-34	Cannabis (derivatives)	T40.7	2018	2018	308	45697774	0.7
25-34 years	25-34	Cannabis (derivatives)	T40.7	2019	2019	319	45940321	0.7
25-34 years	25-34	Lysergide [LSD]	T40.8	1999	1999	1	40178406	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2000	2000	2	39891724	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2001	2001	0	39471522	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2002	2002	1	39349646	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2003	2003	0	39243795	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2004	2004	0	39266556	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2005	2005	0	39258647	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2006	2006	0	39395179	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2007	2007	1	39713463	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2008	2008	0	40207473	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2009	2009	0	40723342	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2010	2010	0	41063948	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2011	2011	0	41790498	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2012	2012	1	42309321	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2013	2013	0	42844587	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2014	2014	0	43516504	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2015	2015	2	44137202	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2016	2016	2	44677243	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2017	2017	4	45342672	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2018	2018	3	45697774	Unreliable
25-34 years	25-34	Lysergide [LSD]	T40.8	2019	2019	8	45940321	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	3	40178406	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	5	39891724	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	3	39471522	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	1	39349646	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	1	39243795	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	1	39266556	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	1	39258647	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	3	39395179	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	39713463	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	40207473	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	4	40723342	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	2	41063948	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	4	41790498	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	2	42309321	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	2	42844587	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	3	43516504	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2015	2015	4	44137202	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2016	2016	7	44677243	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2017	2017	1	45342672	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2018	2018	2	45697774	Unreliable
25-34 years	25-34	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2019	2019	7	45940321	Unreliable
35-44 years	35-44	Opium	T40.0	1999	1999	1	45076677	Unreliable
35-44 years	35-44	Opium	T40.0	2000	2000	0	45148527	Unreliable
35-44 years	35-44	Opium	T40.0	2001	2001	3	45051752	Unreliable
35-44 years	35-44	Opium	T40.0	2002	2002	0	44640649	Unreliable
35-44 years	35-44	Opium	T40.0	2003	2003	1	44154206	Unreliable
35-44 years	35-44	Opium	T40.0	2004	2004	1	43800275	Unreliable
35-44 years	35-44	Opium	T40.0	2005	2005	0	43505538	Unreliable
35-44 years	35-44	Opium	T40.0	2006	2006	0	43243801	Unreliable
35-44 years	35-44	Opium	T40.0	2007	2007	2	42796230	Unreliable
35-44 years	35-44	Opium	T40.0	2008	2008	0	42192486	Unreliable
35-44 years	35-44	Opium	T40.0	2009	2009	0	41487811	Unreliable
35-44 years	35-44	Opium	T40.0	2010	2010	0	41070606	Unreliable
35-44 years	35-44	Opium	T40.0	2011	2011	0	40627954	Unreliable
35-44 years	35-44	Opium	T40.0	2012	2012	0	40516420	Unreliable
35-44 years	35-44	Opium	T40.0	2013	2013	0	40452690	Unreliable
35-44 years	35-44	Opium	T40.0	2014	2014	0	40513133	Unreliable
35-44 years	35-44	Opium	T40.0	2015	2015	1	40589783	Unreliable
35-44 years	35-44	Opium	T40.0	2016	2016	0	40470156	Unreliable
35-44 years	35-44	Opium	T40.0	2017	2017	1	40875370	Unreliable
35-44 years	35-44	Opium	T40.0	2018	2018	1	41277888	Unreliable
35-44 years	35-44	Opium	T40.0	2019	2019	1	41659144	Unreliable
35-44 years	35-44	Heroin	T40.1	1999	1999	873	45076677	1.9
35-44 years	35-44	Heroin	T40.1	2000	2000	752	45148527	1.7
35-44 years	35-44	Heroin	T40.1	2001	2001	700	45051752	1.6
35-44 years	35-44	Heroin	T40.1	2002	2002	818	44640649	1.8
35-44 years	35-44	Heroin	T40.1	2003	2003	689	44154206	1.6
35-44 years	35-44	Heroin	T40.1	2004	2004	585	43800275	1.3
35-44 years	35-44	Heroin	T40.1	2005	2005	569	43505538	1.3
35-44 years	35-44	Heroin	T40.1	2006	2006	572	43243801	1.3
35-44 years	35-44	Heroin	T40.1	2007	2007	623	42796230	1.5
35-44 years	35-44	Heroin	T40.1	2008	2008	748	42192486	1.8
35-44 years	35-44	Heroin	T40.1	2009	2009	750	41487811	1.8
35-44 years	35-44	Heroin	T40.1	2010	2010	691	41070606	1.7
35-44 years	35-44	Heroin	T40.1	2011	2011	892	40627954	2.2
35-44 years	35-44	Heroin	T40.1	2012	2012	1268	40516420	3.1
35-44 years	35-44	Heroin	T40.1	2013	2013	1790	40452690	4.4
35-44 years	35-44	Heroin	T40.1	2014	2014	2437	40513133	6
35-44 years	35-44	Heroin	T40.1	2015	2015	3047	40589783	7.5
35-44 years	35-44	Heroin	T40.1	2016	2016	3669	40470156	9.1
35-44 years	35-44	Heroin	T40.1	2017	2017	3767	40875370	9.2
35-44 years	35-44	Heroin	T40.1	2018	2018	3784	41277888	9.2
35-44 years	35-44	Heroin	T40.1	2019	2019	3675	41659144	8.8
35-44 years	35-44	Other opioids	T40.2	1999	1999	1110	45076677	2.5
35-44 years	35-44	Other opioids	T40.2	2000	2000	1143	45148527	2.5
35-44 years	35-44	Other opioids	T40.2	2001	2001	1326	45051752	2.9
35-44 years	35-44	Other opioids	T40.2	2002	2002	1613	44640649	3.6
35-44 years	35-44	Other opioids	T40.2	2003	2003	1624	44154206	3.7
35-44 years	35-44	Other opioids	T40.2	2004	2004	1668	43800275	3.8
35-44 years	35-44	Other opioids	T40.2	2005	2005	1679	43505538	3.9
35-44 years	35-44	Other opioids	T40.2	2006	2006	1943	43243801	4.5
35-44 years	35-44	Other opioids	T40.2	2007	2007	2139	42796230	5
35-44 years	35-44	Other opioids	T40.2	2008	2008	2300	42192486	5.5
35-44 years	35-44	Other opioids	T40.2	2009	2009	2365	41487811	5.7
35-44 years	35-44	Other opioids	T40.2	2010	2010	2611	41070606	6.4
35-44 years	35-44	Other opioids	T40.2	2011	2011	2746	40627954	6.8
35-44 years	35-44	Other opioids	T40.2	2012	2012	2622	40516420	6.5
35-44 years	35-44	Other opioids	T40.2	2013	2013	2469	40452690	6.1
35-44 years	35-44	Other opioids	T40.2	2014	2014	2742	40513133	6.8
35-44 years	35-44	Other opioids	T40.2	2015	2015	2899	40589783	7.1
35-44 years	35-44	Other opioids	T40.2	2016	2016	3188	40470156	7.9
35-44 years	35-44	Other opioids	T40.2	2017	2017	3234	40875370	7.9
35-44 years	35-44	Other opioids	T40.2	2018	2018	2844	41277888	6.9
35-44 years	35-44	Other opioids	T40.2	2019	2019	2752	41659144	6.6
35-44 years	35-44	Methadone	T40.3	1999	1999	362	45076677	0.8
35-44 years	35-44	Methadone	T40.3	2000	2000	426	45148527	0.9
35-44 years	35-44	Methadone	T40.3	2001	2001	565	45051752	1.3
35-44 years	35-44	Methadone	T40.3	2002	2002	833	44640649	1.9
35-44 years	35-44	Methadone	T40.3	2003	2003	1014	44154206	2.3
35-44 years	35-44	Methadone	T40.3	2004	2004	1191	43800275	2.7
35-44 years	35-44	Methadone	T40.3	2005	2005	1275	43505538	2.9
35-44 years	35-44	Methadone	T40.3	2006	2006	1450	43243801	3.4
35-44 years	35-44	Methadone	T40.3	2007	2007	1338	42796230	3.1
35-44 years	35-44	Methadone	T40.3	2008	2008	1137	42192486	2.7
35-44 years	35-44	Methadone	T40.3	2009	2009	1081	41487811	2.6
35-44 years	35-44	Methadone	T40.3	2010	2010	1017	41070606	2.5
35-44 years	35-44	Methadone	T40.3	2011	2011	1039	40627954	2.6
35-44 years	35-44	Methadone	T40.3	2012	2012	937	40516420	2.3
35-44 years	35-44	Methadone	T40.3	2013	2013	871	40452690	2.2
35-44 years	35-44	Methadone	T40.3	2014	2014	795	40513133	2
35-44 years	35-44	Methadone	T40.3	2015	2015	761	40589783	1.9
35-44 years	35-44	Methadone	T40.3	2016	2016	838	40470156	2.1
35-44 years	35-44	Methadone	T40.3	2017	2017	767	40875370	1.9
35-44 years	35-44	Methadone	T40.3	2018	2018	753	41277888	1.8
35-44 years	35-44	Methadone	T40.3	2019	2019	702	41659144	1.7
35-44 years	35-44	Other synthetic narcotics	T40.4	1999	1999	288	45076677	0.6
35-44 years	35-44	Other synthetic narcotics	T40.4	2000	2000	308	45148527	0.7
35-44 years	35-44	Other synthetic narcotics	T40.4	2001	2001	379	45051752	0.8
35-44 years	35-44	Other synthetic narcotics	T40.4	2002	2002	473	44640649	1.1
35-44 years	35-44	Other synthetic narcotics	T40.4	2003	2003	504	44154206	1.1
35-44 years	35-44	Other synthetic narcotics	T40.4	2004	2004	556	43800275	1.3
35-44 years	35-44	Other synthetic narcotics	T40.4	2005	2005	531	43505538	1.2
35-44 years	35-44	Other synthetic narcotics	T40.4	2006	2006	780	43243801	1.8
35-44 years	35-44	Other synthetic narcotics	T40.4	2007	2007	596	42796230	1.4
35-44 years	35-44	Other synthetic narcotics	T40.4	2008	2008	610	42192486	1.4
35-44 years	35-44	Other synthetic narcotics	T40.4	2009	2009	704	41487811	1.7
35-44 years	35-44	Other synthetic narcotics	T40.4	2010	2010	698	41070606	1.7
35-44 years	35-44	Other synthetic narcotics	T40.4	2011	2011	596	40627954	1.5
35-44 years	35-44	Other synthetic narcotics	T40.4	2012	2012	573	40516420	1.4
35-44 years	35-44	Other synthetic narcotics	T40.4	2013	2013	658	40452690	1.6
35-44 years	35-44	Other synthetic narcotics	T40.4	2014	2014	1289	40513133	3.2
35-44 years	35-44	Other synthetic narcotics	T40.4	2015	2015	2338	40589783	5.8
35-44 years	35-44	Other synthetic narcotics	T40.4	2016	2016	4878	40470156	12.1
35-44 years	35-44	Other synthetic narcotics	T40.4	2017	2017	7177	40875370	17.6
35-44 years	35-44	Other synthetic narcotics	T40.4	2018	2018	8197	41277888	19.9
35-44 years	35-44	Other synthetic narcotics	T40.4	2019	2019	9526	41659144	22.9
35-44 years	35-44	Cocaine	T40.5	1999	1999	1862	45076677	4.1
35-44 years	35-44	Cocaine	T40.5	2000	2000	1743	45148527	3.9
35-44 years	35-44	Cocaine	T40.5	2001	2001	1861	45051752	4.1
35-44 years	35-44	Cocaine	T40.5	2002	2002	2088	44640649	4.7
35-44 years	35-44	Cocaine	T40.5	2003	2003	2230	44154206	5.1
35-44 years	35-44	Cocaine	T40.5	2004	2004	2254	43800275	5.1
35-44 years	35-44	Cocaine	T40.5	2005	2005	2457	43505538	5.6
35-44 years	35-44	Cocaine	T40.5	2006	2006	2690	43243801	6.2
35-44 years	35-44	Cocaine	T40.5	2007	2007	2169	42796230	5.1
35-44 years	35-44	Cocaine	T40.5	2008	2008	1584	42192486	3.8
35-44 years	35-44	Cocaine	T40.5	2009	2009	1279	41487811	3.1
35-44 years	35-44	Cocaine	T40.5	2010	2010	1162	41070606	2.8
35-44 years	35-44	Cocaine	T40.5	2011	2011	1214	40627954	3
35-44 years	35-44	Cocaine	T40.5	2012	2012	1068	40516420	2.6
35-44 years	35-44	Cocaine	T40.5	2013	2013	1166	40452690	2.9
35-44 years	35-44	Cocaine	T40.5	2014	2014	1304	40513133	3.2
35-44 years	35-44	Cocaine	T40.5	2015	2015	1666	40589783	4.1
35-44 years	35-44	Cocaine	T40.5	2016	2016	2549	40470156	6.3
35-44 years	35-44	Cocaine	T40.5	2017	2017	3435	40875370	8.4
35-44 years	35-44	Cocaine	T40.5	2018	2018	3722	41277888	9
35-44 years	35-44	Cocaine	T40.5	2019	2019	4062	41659144	9.8
35-44 years	35-44	Other and unspecified narcotics	T40.6	1999	1999	1277	45076677	2.8
35-44 years	35-44	Other and unspecified narcotics	T40.6	2000	2000	1254	45148527	2.8
35-44 years	35-44	Other and unspecified narcotics	T40.6	2001	2001	1172	45051752	2.6
35-44 years	35-44	Other and unspecified narcotics	T40.6	2002	2002	1218	44640649	2.7
35-44 years	35-44	Other and unspecified narcotics	T40.6	2003	2003	1121	44154206	2.5
35-44 years	35-44	Other and unspecified narcotics	T40.6	2004	2004	960	43800275	2.2
35-44 years	35-44	Other and unspecified narcotics	T40.6	2005	2005	916	43505538	2.1
35-44 years	35-44	Other and unspecified narcotics	T40.6	2006	2006	877	43243801	2
35-44 years	35-44	Other and unspecified narcotics	T40.6	2007	2007	766	42796230	1.8
35-44 years	35-44	Other and unspecified narcotics	T40.6	2008	2008	754	42192486	1.8
35-44 years	35-44	Other and unspecified narcotics	T40.6	2009	2009	660	41487811	1.6
35-44 years	35-44	Other and unspecified narcotics	T40.6	2010	2010	611	41070606	1.5
35-44 years	35-44	Other and unspecified narcotics	T40.6	2011	2011	681	40627954	1.7
35-44 years	35-44	Other and unspecified narcotics	T40.6	2012	2012	629	40516420	1.6
35-44 years	35-44	Other and unspecified narcotics	T40.6	2013	2013	632	40452690	1.6
35-44 years	35-44	Other and unspecified narcotics	T40.6	2014	2014	548	40513133	1.4
35-44 years	35-44	Other and unspecified narcotics	T40.6	2015	2015	612	40589783	1.5
35-44 years	35-44	Other and unspecified narcotics	T40.6	2016	2016	640	40470156	1.6
35-44 years	35-44	Other and unspecified narcotics	T40.6	2017	2017	549	40875370	1.3
35-44 years	35-44	Other and unspecified narcotics	T40.6	2018	2018	447	41277888	1.1
35-44 years	35-44	Other and unspecified narcotics	T40.6	2019	2019	390	41659144	0.9
35-44 years	35-44	Cannabis (derivatives)	T40.7	1999	1999	24	45076677	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2000	2000	26	45148527	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2001	2001	26	45051752	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2002	2002	20	44640649	0
35-44 years	35-44	Cannabis (derivatives)	T40.7	2003	2003	16	44154206	Unreliable
35-44 years	35-44	Cannabis (derivatives)	T40.7	2004	2004	29	43800275	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2005	2005	28	43505538	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2006	2006	30	43243801	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2007	2007	36	42796230	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2008	2008	39	42192486	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2009	2009	25	41487811	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2010	2010	44	41070606	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2011	2011	48	40627954	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2012	2012	60	40516420	0.1
35-44 years	35-44	Cannabis (derivatives)	T40.7	2013	2013	86	40452690	0.2
35-44 years	35-44	Cannabis (derivatives)	T40.7	2014	2014	71	40513133	0.2
35-44 years	35-44	Cannabis (derivatives)	T40.7	2015	2015	119	40589783	0.3
35-44 years	35-44	Cannabis (derivatives)	T40.7	2016	2016	169	40470156	0.4
35-44 years	35-44	Cannabis (derivatives)	T40.7	2017	2017	170	40875370	0.4
35-44 years	35-44	Cannabis (derivatives)	T40.7	2018	2018	239	41277888	0.6
35-44 years	35-44	Cannabis (derivatives)	T40.7	2019	2019	250	41659144	0.6
35-44 years	35-44	Lysergide [LSD]	T40.8	1999	1999	0	45076677	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2000	2000	1	45148527	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2001	2001	0	45051752	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2002	2002	0	44640649	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2003	2003	1	44154206	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2004	2004	0	43800275	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2005	2005	0	43505538	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2006	2006	0	43243801	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2007	2007	1	42796230	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2008	2008	0	42192486	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2009	2009	0	41487811	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2010	2010	0	41070606	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2011	2011	0	40627954	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2012	2012	0	40516420	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2013	2013	0	40452690	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2014	2014	0	40513133	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2015	2015	0	40589783	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2016	2016	1	40470156	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2017	2017	4	40875370	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2018	2018	1	41277888	Unreliable
35-44 years	35-44	Lysergide [LSD]	T40.8	2019	2019	0	41659144	Unreliable
35-44 years	35-44	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	3	45076677	Unreliable
35-44 years	35-44	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	3	45148527	Unreliable
